Employed,Bank Balance,Annual Salary,Balance_to_Salary_Ratio,Balance_per_Employment,Salary_Bin_menengah,Salary_Bin_tinggi,Defaulted?,split
0,0.9771564599922833,-1.0837277801316219,1.0175366040848914,-1.0353362487980857,0,0,0,train
0,0.2586511159674283,-1.7813014771509705,1.8783538206866737,-1.0353362487980857,0,0,0,train
1,-0.4884827613682414,0.03151274419552416,-0.4189315721083073,0.1109066231906232,1,0,0,train
1,-0.640063969400396,-0.4386140610935873,-0.37917764746278715,-0.02738387255925835,1,0,0,train
1,-0.11735362357185136,-0.8342502588278702,0.06546651027602694,0.44949498199431953,0,0,0,train
1,0.43586048700708124,0.9173824972841614,-0.2752335858772327,0.9542030167235435,0,1,0,train
0,2.1073167768131897,-1.1487143180720152,1.9533871033094747,-1.0353362487980857,0,0,0,train
1,0.15549255088602681,2.147379551081588,-0.5067486126059948,0.6984178743441063,0,1,0,train
0,-1.0999748979081276,-1.5975593764299911,-0.20160614884478084,-1.0353362487980857,0,0,0,train
1,0.2337105378211069,1.0660312085006027,-0.3593859516564821,0.7697776710513303,0,1,0,train
1,-0.5226536453782392,-0.4245747581969024,-0.3257072646889669,0.07973185851298664,1,0,0,train
1,0.36768540622615903,0.05236313472464958,-0.08413314772104487,0.8920055593910882,1,0,0,train
1,1.649968664606208,0.8570233051910301,0.10193412495872052,2.061857612922251,0,1,0,train
0,-0.5539491745142249,-1.3586628179804168,0.13063233610814284,-1.0353362487980857,0,0,0,train
1,-0.5673674972596142,0.354593447122886,-0.5034781417228333,0.038938538392128186,1,0,0,train
1,0.14330354652880187,0.8357026163624905,-0.3481239533592451,0.6872976076755589,0,1,0,train
0,0.436818938631752,-1.4792928340148785,1.2310742670377686,-1.0353362487980857,0,0,0,train
1,0.24512861369761837,1.404669948323395,-0.4049984479856509,0.7801946046143454,0,1,0,train
1,1.0101396974238848,0.7739714712685205,-0.06972658864751946,1.4781291533363592,0,1,0,train
1,0.21843781954102878,-0.6578359747625723,0.1553624965598937,0.7558440719606551,0,0,0,train
1,-0.17394394123718906,-0.8956354201410609,0.06745309654459762,0.3978665302476971,0,0,0,train
0,1.4261493743407225,-0.9059100899945053,1.0863565846153538,-1.0353362487980857,0,0,0,train
1,0.23937790394959424,0.8534668615223707,-0.3221889039920827,0.7749481198271333,0,1,0,train
0,1.397812543698286,-1.1849048206476385,1.488311443111638,-1.0353362487980857,0,0,0,train
1,1.11698621766978,1.7531886968470973,-0.23986453751854786,1.57560731996253,0,1,0,train
1,-0.07299398207350682,1.0467040452660774,-0.4437587997129596,0.4899651490666903,0,1,0,train
1,1.8166767395842522,0.13651432836617186,0.4445122040193562,2.2139486447428425,1,0,0,train
1,0.06468967740092291,-0.8455883420334931,0.18321191098554754,0.6155766399141427,0,0,0,train
1,-0.51215234931663,0.028809277856534723,-0.4278527134897369,0.08931239595050429,1,0,0,train
1,-1.4608736064064025,1.1481896254307544,-0.8416129828535166,-0.7762245309195104,0,1,0,train
1,0.049646154074570355,0.34773742653190304,-0.28352880761391736,0.6018521398548419,1,0,0,train
0,0.08806756268093377,-1.168539488263723,0.46730967371480714,-1.0353362487980857,0,0,0,train
0,-0.9861066777162755,-0.897159396318303,-0.4427647979005937,-1.0353362487980857,0,0,0,train
1,1.072730755695856,-0.029245602345995093,0.23167695834396768,1.5352321979044201,1,0,0,train
1,-0.024675518647174547,0.0388735116874708,-0.23582676671116556,0.5340470266809826,1,0,0,train
1,-0.9180357764597739,-0.060741359636542556,-0.5779046475309991,-0.28098297961069063,1,0,0,train
0,2.0796675310319297,-1.1727624374841001,1.9842103791677812,-1.0353362487980857,0,0,0,train
1,-0.2443692997455991,0.762858052855611,-0.45547221481454897,0.3336161006072022,0,1,0,train
0,1.3948955170145052,-0.7557696045544439,0.8961681958927199,-1.0353362487980857,0,0,0,train
1,-0.6259163899840616,-0.9063953659467672,-0.21200528794807955,-0.014476759622602808,0,0,0,train
1,2.4993651631132616,-0.15602843817024556,0.9085707611512499,2.8367786231957455,1,0,0,train
0,2.6514881046724037,-1.1752277591428129,2.424659230682674,-1.0353362487980857,0,0,1,train
1,0.4090446774211869,-0.8709784591407217,0.41360321485040596,0.9297384300527398,0,0,0,train
1,-0.6146024936319708,0.4171416231796918,-0.5287600380377377,-0.004154871073848641,1,0,0,train
1,-0.9589783295571188,0.6316253563703428,-0.6666704392153513,-0.31833567021529785,0,1,0,train
1,0.7361683841022627,-0.46509305356283565,0.3106659382824638,1.228179774832553,1,0,0,train
1,1.452756824877776,1.1326637904889456,-0.030384024863464046,1.8819374009260132,0,1,0,train
1,-0.07057701710694599,0.8901486311113946,-0.421071707196856,0.49217019339754753,0,1,0,train
1,-0.9821061839785197,1.0206346916022109,-0.7012882126573187,-0.33943566338125913,0,1,0,train
1,0.18918420908368905,0.01906257026596787,-0.14469203403733663,0.7291554319561416,1,0,0,train
0,0.8899998698619048,-1.40928129354412,1.5121419564757825,-1.0353362487980857,0,0,0,train
1,-0.2468071006170442,-0.9303326507277798,0.042376580941488176,0.33139204727349264,0,0,0,train
1,-0.04130257074472226,0.7667215384076458,-0.39318667539249114,0.518877842404913,0,1,0,train
1,-1.1875065343264206,-0.4570238430911984,-0.6448629185983216,-0.5268264134984182,1,0,0,train
1,-0.42437068203972744,0.06163205518937844,-0.399527381515783,0.16939732496689608,1,0,0,train
1,0.27094429984907403,-0.03089164639394491,-0.0955896149115597,0.8037467591482429,1,0,0,train
1,-1.5055249505731252,-0.4569826545458677,-0.8020302723525257,-0.8169608240318122,1,0,0,train
1,0.11915473276807788,0.4163800095323921,-0.2743985536126569,0.6652661733698391,1,0,0,train
0,-0.35017402474728715,-1.2478199491992104,0.20205525638993366,-1.0353362487980857,0,0,0,train
1,1.6957868194464427,0.041716270197942475,0.4472397527041783,2.103658410194277,1,0,0,train
1,-1.0506771469522407,-0.3045805435258204,-0.6009956182582,-0.4019942917679066,1,0,0,train
1,-1.7448878258821825,0.3492067342762513,-0.920321234769877,-1.0353362487980857,1,0,0,train
1,-1.3546104914972632,-0.17425474392047358,-0.7508323772570188,-0.6792786163732016,1,0,0,train
1,1.1131732470759816,1.1106623673384834,-0.12005518636754775,1.5721286724405745,0,1,0,train
1,0.5233921234253743,2.0356447630733077,-0.4145403028282856,1.0340598377057089,0,1,0,train
0,-0.10695650703466317,-0.9370890699273262,0.1367793450681271,-1.0353362487980857,0,0,0,train
0,-1.7250728803373605,-0.6654296447562985,-0.9094200697920122,-1.0353362487980857,0,0,0,train
0,1.3074472242157489,-0.5055649182049414,0.6247426550180976,-1.0353362487980857,1,0,0,train
0,-0.03669783576532647,-1.277190377550685,0.4871680370065042,-1.0353362487980857,0,0,0,train
1,0.12207175945185837,-0.2258310403837802,-0.09120500721030118,0.6679274337691496,1,0,0,train
1,-1.2424091436961426,0.23317560654864097,-0.7345596654425094,-0.576915136014011,1,0,0,train
1,-1.1357918184039728,0.5667930882542797,-0.7195894038317339,-0.4796460684192146,0,1,0,train
0,2.1614692936070825,-1.3861662819044398,2.61151478508832,-1.0353362487980857,0,0,1,train
0,-0.14160661685699613,-0.44573818167054186,-0.13231785757688458,-1.0353362487980857,1,0,0,train
0,0.40919052875537565,-1.3217444014764006,0.9213205850297754,-1.0353362487980857,0,0,0,train
0,2.6793457095025053,-0.721260343510962,1.5897912024186645,-1.0353362487980857,0,0,1,train
1,0.7441693715777744,0.35608597022914784,-0.03965252965313968,1.2354792319278045,1,0,0,train
0,-0.9947744141480798,-1.1218399155675907,-0.37160567179935206,-1.0353362487980857,0,0,0,train
1,0.07719122033140989,1.2439574866208647,-0.42826681305040454,0.6269820416254731,0,1,0,train
1,1.4559863901348182,-0.21208679724819218,0.4926702124821815,1.8848837963681067,1,0,0,train
0,0.44388231038747716,-1.558125463130223,1.4174828456525597,-1.0353362487980857,0,0,0,train
0,0.462134563065988,-1.5626292433414921,1.448228012769221,-1.0353362487980857,0,0,0,train
1,0.011474776326816765,0.48598865114155043,-0.32586924547712454,0.5670276466295795,1,0,0,train
1,0.490429721898657,1.5771743161128304,-0.36592954951112394,1.003987595193501,0,1,0,train
1,0.0314355732058278,0.9881623913460006,-0.4055095317726961,0.5852382713620039,0,1,0,train
0,1.036080399004645,-0.6624356119520659,0.6071403454719869,-1.0353362487980857,0,0,0,train
1,-1.3435257900988982,0.34256938741684334,-0.7776390957556328,-0.6691658268558219,1,0,0,train
0,-1.7448878258821825,-1.1914463105288218,-0.920321234769877,-1.0353362487980857,0,0,0,train
0,1.0171613973698417,-1.3170721226705961,1.431831394749084,-1.0353362487980857,0,0,0,train
1,0.5057232760836193,0.15010430167742955,-0.06227281929270562,1.0179402032870284,1,0,0,train
1,-1.4663742852958168,-0.3725850785150024,-0.7881264957785383,-0.7812429076724958,1,0,0,train
1,0.9036057157512516,0.5325084920035119,-0.03764436599419356,1.380936121752972,0,1,0,train
0,1.0833987389965383,-0.8158943963805105,0.7741533504135019,-1.0353362487980857,0,0,0,train
0,-1.4033040012115099,-0.9274621835595399,-0.7012114469282208,-1.0353362487980857,0,0,0,train
1,-0.18727892036304203,0.4816181720406247,-0.3923675756120499,0.38570076842227774,1,0,0,train
0,-0.7163650530861347,-0.9711063150747647,-0.24181710995788308,-1.0353362487980857,0,0,0,train
0,0.48132443146428555,-1.4849528890259815,1.287126771530699,-1.0353362487980857,0,0,0,train
1,-1.4761254887815967,1.758288587641701,-0.8564950743095412,-0.7901391210073335,0,1,0,train
1,-0.8113559434529518,-0.29433358233014434,-0.49290097504842295,-0.18365688500733762,1,0,0,train
1,-0.7156774682249579,0.08643205277441209,-0.5182973120963543,-0.09636754390995521,1,0,0,train
1,-0.04938690183977073,-0.1866517471824208,-0.18006740738268945,0.5115023492982524,1,0,0,train
0,-0.8289831189849384,-1.1715604808430813,-0.22537022456865158,-1.0353362487980857,0,0,0,train
1,-0.6825692153640518,1.189062142286533,-0.6291793144649057,-0.06616223837778186,0,1,0,train
1,-1.7448878258821825,1.1806207371416333,-0.920321234769877,-1.0353362487980857,0,1,0,train
1,0.16803576562628203,0.797200313069842,-0.333872856032837,0.7098612940611411,0,1,0,train
1,-0.8685088305501614,-0.013041279730191258,-0.5643378005273875,-0.2357985798309699,1,0,0,train
0,-0.5131941445608373,-1.013282636610926,-0.08483488439816407,-1.0353362487980857,0,0,0,train
1,0.11344569482982231,0.11944130188520792,-0.2035555968465334,0.6600577065883316,1,0,0,train
0,-0.21880364445275327,-0.5268017321775345,-0.13954404399711445,-1.0353362487980857,1,0,0,train
1,-0.4741476588079496,0.5547974860886478,-0.4998988912520695,0.12398481715294883,0,1,0,train
1,2.4725285176224827,1.3510784086694454,0.18696868005682643,2.8122950275220893,0,1,1,train
0,-0.030176197536588865,-1.8384254962290234,1.6797570695993267,-1.0353362487980857,0,0,0,train
1,-0.4112648978676002,1.4188515389221321,-0.5762219268072443,0.18135398776094092,0,1,0,train
1,-0.13235547508843568,0.8308648344927196,-0.43095123885655257,0.43580849994072307,0,1,0,train
0,-1.7448878258821825,-1.7367601842301754,-0.920321234769877,-1.0353362487980857,0,0,0,train
1,-1.6224768846878308,-0.48891351265163735,-0.8588693776449151,-0.9236583570413085,1,0,0,train
1,-0.2577876224909886,-1.1767824395083923,0.2124612723815778,0.3213743027703741,0,0,0,train
1,-0.36490500950037763,-0.14001957392410275,-0.329695524131096,0.22364901910712462,1,0,0,train
1,-1.0945367267333659,0.3202144916591781,-0.6872962526612673,-0.44200824277182416,1,0,0,train
1,1.218019520452999,0.3561998003907894,0.12796163188352544,1.6677819747929323,1,0,0,train
1,0.2518794468800812,-0.3985383553693001,0.03910176536844547,0.7863535215384637,1,0,0,train
1,0.3353480818459661,0.9424168951362598,-0.30943303351787993,0.8625035869644468,0,1,0,train
1,-1.658877210520432,1.392812140563961,-0.8979807043700193,-0.9568670850241324,0,1,0,train
1,0.889041418237234,0.14359875816308035,0.086332992481056,1.3676488287592719,1,0,0,train
1,-1.4931067512621747,0.20506404991900587,-0.8262751185737968,-0.8056314583318908,1,0,0,train
0,0.8158240484743486,-1.0976547506319503,0.9207052506599626,-1.0353362487980857,0,0,0,train
1,-0.17867369164588995,1.3374824442970488,-0.5076545201631819,0.39355148660024375,0,1,0,train
1,1.0848989241481968,1.2308625247362195,-0.15345657792661607,1.5463334555701154,0,1,0,train
1,-1.7448878258821825,0.8563710284095176,-0.920321234769877,-1.0353362487980857,0,1,0,train
1,2.329698389641669,0.9016769305081821,0.29053758989569606,2.681988312970139,0,1,0,train
0,0.4105865343826135,-1.0755439906157007,0.6054112338589523,-1.0353362487980857,0,0,0,train
1,-0.7371801220653956,1.052183619560367,-0.6335230335675951,-0.11598483485344359,0,1,0,train
1,-0.6738181353127107,1.2420703023620687,-0.6309320800790821,-0.05817845717985047,0,1,0,train
0,0.3162832288769733,-1.4871298908673782,1.127842191592134,-1.0353362487980857,0,0,0,train
1,-1.3303991700218867,1.2728134325970246,-0.8092427976276592,-0.6571901550589251,0,1,0,train
1,1.0120774365781102,1.3893073697976253,-0.20357856018315865,1.4798969906016155,0,1,0,train
1,-0.547927598002707,0.9906651571368326,-0.5736680752797935,0.056673938053247025,0,1,0,train
1,-1.2141348207683578,1.5149309352914724,-0.7866491553243876,-0.551119919143552,0,1,0,train
1,-0.1779027631651768,1.2187178949247544,-0.49428799945360224,0.3942548197057756,0,1,0,train
0,1.6867857085364921,-1.2620779258274704,1.8729154531648549,-1.0353362487980857,0,0,0,train
1,-1.350818356808349,-0.3475117387655,-0.7354509683681236,-0.6758189778540981,1,0,0,train
0,0.3952304724829986,-1.2886947127029162,0.8597225675774937,-1.0353362487980857,0,0,0,train
1,-1.7448878258821825,1.0677498941648635,-0.920321234769877,-1.0353362487980857,0,1,0,train
1,-1.154794163658313,0.4340356667091271,-0.717071472406878,-0.4969822790204369,1,0,0,train
1,-1.7448878258821825,-0.02603514245811491,-0.920321234769877,-1.0353362487980857,1,0,0,train
1,0.1044862557296399,1.943241631595408,-0.499384258974691,0.651883835361878,0,1,0,train
1,-1.7448878258821825,0.4934445267290792,-0.920321234769877,-1.0353362487980857,1,0,0,train
1,0.4573214690377506,1.6431868232732834,-0.38282978037666865,0.9737822896613274,0,1,0,train
1,1.079294065734362,0.6862054211122326,-0.024405021682044774,1.5412200338028692,0,1,0,train
0,1.3894365099348593,-1.4605026196349389,2.1149253285991785,-1.0353362487980857,0,0,1,train
0,0.5384564826566112,-1.2985694792253302,0.9943786240642706,-1.0353362487980857,0,0,0,train
1,1.6621993407732014,-0.14427397621545954,0.540521406312354,2.0730158975965027,1,0,0,train
1,-1.5251940447837578,0.13658472333455568,-0.8361342358424727,-0.8349053227243055,1,0,0,train
0,-0.002964505757895665,-1.8119831990092516,1.6204311208590205,-1.0353362487980857,0,0,0,train
0,0.7065605632618926,-1.108721738321032,0.85610630222458,-1.0353362487980857,0,0,0,train
1,-0.20221826416497382,1.0042775969273614,-0.4752791343881639,0.37207131337723803,0,1,0,train
1,-0.41705727942539256,-0.043578467238492964,-0.3742711802626358,0.17606948496802438,1,0,0,train
1,-1.7448878258821825,-0.19809167842740735,-0.920321234769877,-1.0353362487980857,1,0,0,train
1,-1.1940490084600421,0.9219267171581187,-0.7575934652753049,-0.5327952403940145,0,1,0,train
1,1.3216989831565042,-0.07410741703772883,0.3565948011268989,1.762370772985566,1,0,0,train
1,-0.8050218283681716,0.3655203937578426,-0.5888738778468341,-0.17787814814026345,1,0,0,train
1,-0.24814059852962922,1.295437926105947,-0.521596343724151,0.33017547109095097,0,1,0,train
1,-1.0068384030759996,-0.6021438192967491,-0.5277790294569622,-0.3619993497668411,1,0,0,train
1,-0.8245659071494996,0.8058199522836285,-0.6389107732453619,-0.19570859281564343,0,1,0,train
1,0.8909374855816913,1.035712694723876,-0.16666497911644568,1.3693786480188235,0,1,0,train
0,-0.8692380872211064,-0.656291778753986,-0.44096317497879206,-1.0353362487980857,0,0,0,train
0,0.3415155096916731,-1.0598706257933437,0.5405173956015074,-1.0353362487980857,0,0,0,train
1,-0.07018113491414713,1.0893244542091691,-0.44861536002182095,0.49253136445173973,0,1,0,train
0,-0.24153561668135543,-1.135056196440301,0.1899951623719153,-1.0353362487980857,0,0,0,train
1,0.5253506984844838,1.0051957270469185,-0.26555525120039475,1.035846683973817,0,1,0,train
0,2.3329487908035955,-1.0979865056425244,2.0121342914671554,-1.0353362487980857,0,0,1,train
0,0.5871499923708577,-1.3669724197802577,1.1526135619763553,-1.0353362487980857,0,0,0,train
0,0.34795380430087386,-1.2739492134744674,0.7995723934621661,-1.0353362487980857,0,0,0,train
1,0.8535995440293037,1.278514676153459,-0.22500393301007607,1.3353145149076502,0,1,0,train
1,-0.19825944223698638,0.4418090685370247,-0.3890106721409383,0.37568302391915925,1,0,0,train
1,-1.5738458826882364,-0.4575682807722081,-0.8357696958388381,-0.8792913443842332,1,0,0,train
1,-0.6160401710689769,1.694908402969211,-0.6481961906931397,-0.005466492270651745,0,1,0,train
1,-0.9070135827760611,0.7122455683530466,-0.6566725630142451,-0.27092721710186757,0,1,0,train
1,-0.3667385691301825,1.6568239761910106,-0.5850592713700011,0.22197622685612942,0,1,0,train
1,0.742252468328433,0.06689744904794731,0.05856566555488403,1.2337304036654002,1,0,0,train
1,1.7214149824539409,1.4608938104653078,-0.035429186989768574,2.127039483702504,0,1,0,train
1,-1.7448878258821825,0.04288827153326605,-0.920321234769877,-1.0353362487980857,1,0,0,train
0,3.2292885830146276,-0.38722498529087584,1.4569517772806708,-1.0353362487980857,1,0,1,train
0,0.207853179859883,-1.1275022172266207,0.5139946753169836,-1.0353362487980857,0,0,0,train
0,0.44829952222291597,-0.6776940957905447,0.2943501419510502,-1.0353362487980857,0,0,0,train
1,0.4077111795086016,2.4591176775074723,-0.4812699498329284,0.9285218538701979,0,1,0,train
1,0.4398609807448372,0.5578057476630854,-0.19821024046065638,0.9578527452711693,0,1,0,train
0,-1.7194888578284095,-1.015233475894324,-0.9030699857599949,-1.0353362487980857,0,0,0,train
1,-0.22584618030359419,0.11791283241211183,-0.33408038901047177,0.3505151041428235,1,0,0,train
1,0.09213056413334197,0.7682327835799674,-0.3521612495599712,0.6406114966705131,0,1,0,train
0,1.7814223885202787,-1.9250981777274367,5.224095967099528,-1.0353362487980857,0,0,0,train
1,-0.4901496337589731,-0.5016535041637945,-0.28642356145356535,0.10938590296244576,1,0,0,train
1,-1.7448878258821825,1.7182660525850224,-0.920321234769877,-1.0353362487980857,0,1,0,train
1,0.5338934194869833,0.46556811924915115,-0.1437538241990454,1.0436403751432264,1,0,0,train
1,0.40579427625926007,0.6145418455323856,-0.22239304931166673,0.9267730256077937,0,1,0,train
1,1.1098603381994023,0.4967912832578722,0.042410691740368954,1.5691062409870715,1,0,0,train
1,-0.8090639939156957,0.563510735632731,-0.6115842171632284,-0.1815658946935936,0,1,0,train
1,-1.3905315915175291,-0.4839304475492451,-0.7428681885567677,-0.7120501372904244,1,0,0,train
1,0.02101762076375532,0.5627708395820602,-0.3375920942024034,0.5757337699358952,0,1,0,train
0,0.24846235847908169,-1.0389296204644907,0.4554467431054973,-1.0353362487980857,0,0,0,train
1,1.2208532035172428,1.1118957770504823,-0.09018754043172679,1.670367199180834,0,1,0,train
1,-0.11466579184179673,0.10207396452578908,-0.2873524121194834,0.4519471433622555,1,0,0,train
1,1.0778563882973557,-0.006925904072521785,0.22346653919435805,1.5399084126060658,1,0,0,train
1,-1.7351366223964027,0.8315665375286295,-0.9173625696400911,-1.026440035463248,0,1,0,train
0,0.39408449771437054,-0.7362312564147674,0.3034999545081198,-1.0353362487980857,0,0,0,train
0,0.49534699545131516,-0.8910387784821366,0.4842797650206922,-1.0353362487980857,0,0,0,train
0,0.3996476843184374,-1.1569677536736775,0.6892673090295572,-1.0353362487980857,0,0,0,train
1,0.910856610650934,1.6280024788164,-0.26975520433045763,1.3875512547455435,0,1,0,train
1,1.6798056804003034,0.038433917576394125,0.44264349623149424,2.089078505006626,1,0,0,train
1,-0.8250034611520666,0.43002989345504,-0.6030473014585828,-0.19610778187553993,1,0,0,train
1,0.005369856195762318,1.339228838619078,-0.45937208111514416,0.5614580087938799,0,1,0,train
1,-0.17990301003405448,1.2598098343947506,-0.4994742948181841,0.39242995543196296,0,1,0,train
0,2.439024382568778,-1.1133049000923936,2.1215009389861534,-1.0353362487980857,0,0,1,train
1,0.19641426807848755,1.2538135310772187,-0.39744465914975796,0.7357515559458613,0,1,0,train
0,0.9606752592289247,-0.9717383720249329,0.8652413712597227,-1.0353362487980857,0,0,0,train
0,-0.11618681289833935,-0.9080301767550811,0.11171126409150459,-1.0353362487980857,0,0,0,train
1,-0.03982322149794821,-0.4550789948689392,-0.07847576723114559,0.5202274816074203,1,0,0,train
1,-0.5266749750208791,1.6636320682928811,-0.6244507965791518,0.07606312096250871,0,1,0,train
1,-1.050281264759442,-0.303631709217926,-0.6009511499425032,-0.40163312071371443,1,0,0,train
1,-1.5069834639150153,1.2053548330541375,-0.8554067227516481,-0.8182914542314675,0,1,0,train
1,1.1534490512170337,1.3790079868169824,-0.1648280514148021,1.6088730749539106,0,1,0,train
1,-1.7448878258821825,2.1463767972234424,-0.920321234769877,-1.0353362487980857,0,1,0,train
1,-0.12122910188030227,0.3684582603638968,-0.34831689721249015,0.44595930746380713,1,0,0,train
1,1.9189393607556355,1.2221650017276264,0.07488227863273435,2.3072448307415256,0,1,1,train
1,-0.6209157728118668,-0.5468920068246446,-0.33937716920770095,-0.009914598938070604,1,0,0,train
1,-1.0095053989011702,1.9399877365142695,-0.7528179741464799,-0.364432502131925,0,1,0,train
1,0.21866701449475434,0.091233139394706,-0.154746957009307,0.7560531709920294,1,0,0,train
0,1.3639750341664343,-1.6364308788653323,2.6991289118872164,-1.0353362487980857,0,0,0,train
1,0.34730789124946515,1.4925063934480665,-0.3904392320226569,0.8734147546016194,0,1,0,train
1,-0.15473323693400753,0.6750343387358603,-0.41410462149764954,0.4153928308774414,0,1,0,train
1,0.0854214027606474,1.0675469469687786,-0.4016461914712689,0.6344905977520993,0,1,0,train
0,1.1929539268773728,-0.890999836584733,0.9216267358742317,-1.0353362487980857,0,0,0,train
1,1.446589397032069,0.7835399447902012,0.06215822996342156,1.8763107360817568,0,1,1,train
1,-1.7448878258821825,-0.36007199844348614,-0.920321234769877,-1.0353362487980857,1,0,0,train
1,-1.026840871764779,0.7323298519390179,-0.6957790386599432,-0.38024799250496993,0,1,0,train
1,-1.333295360800783,1.885635332095663,-0.8254096941893565,-0.6598324064553832,0,1,0,train
0,-0.09143375789597523,-1.4993793642487767,0.7426853936453867,-1.0353362487980857,0,0,0,train
0,1.4606119610190988,-1.3087767496409601,1.7905634520045366,-1.0353362487980857,0,0,0,train
0,-1.0980788305636704,-1.272173612729386,-0.38953946592976524,-1.0353362487980857,0,0,0,train
1,-1.7448878258821825,0.1728201588687218,-0.920321234769877,-1.0353362487980857,1,0,0,train
0,-0.8703423901799661,-0.6581093169270407,-0.44109689964472903,-1.0353362487980857,0,0,0,train
1,-1.7448878258821825,0.7685900006003823,-0.920321234769877,-1.0353362487980857,0,1,0,train
0,-0.31775335674755756,-0.8656366792526298,-0.03937834583015884,-1.0353362487980857,0,0,0,train
1,1.5803350704833952,1.6658652363324562,-0.11314820501218043,1.99832952539014,0,1,0,train
0,1.1642837217567887,-1.3203072956856747,1.5638781460290072,-1.0353362487980857,0,0,0,train
1,-0.16879747273080536,-0.012809126111053594,-0.28017601997502206,0.4025617539521947,1,0,0,train
0,0.4455908545879771,-1.2856819578326242,0.8971130126989381,-1.0353362487980857,0,0,0,train
1,0.09802712521555484,-0.22071542305368685,-0.10371503312137774,0.6459910444776905,1,0,0,train
1,-1.7448878258821825,-0.16122793035628505,-0.920321234769877,-1.0353362487980857,1,0,0,train
1,-1.7448878258821825,-0.3523263052733569,-0.920321234769877,-1.0353362487980857,1,0,0,train
0,1.158512176103881,-1.3400373577818003,1.6008912476654316,-1.0353362487980857,0,0,0,train
0,-0.2601420797428969,-1.1253147310282308,0.16851810981090992,-1.0353362487980857,0,0,0,train
1,-0.7017382478574651,-0.15830354363779392,-0.4703818753395066,-0.08365052100182181,1,0,0,train
1,0.5881084439955284,0.003201235900373896,0.021203732516643235,1.093101800564696,1,0,0,train
1,0.4827412729964074,0.6660140473084012,-0.20915184393912142,0.9969732731410326,0,1,0,train
1,0.4778656712535175,1.2103656068142978,-0.31463906048834084,0.9925251664736137,0,1,0,train
0,0.5404358936206048,-1.297031274277883,0.9936008903244125,-1.0353362487980857,0,0,0,train
1,0.7703184322073761,-0.26901610683922633,0.21824174077355543,1.259335530507337,1,0,0,train
0,-0.726303779715872,-1.3710635656555759,-0.011645001884408786,-1.0353362487980857,0,0,0,train
0,1.2926954035577745,-1.2058540636855577,1.4452500163303237,-1.0353362487980857,0,0,0,train
0,-0.45358262068729865,-1.326794866016607,0.18841473694172642,-1.0353362487980857,0,0,0,train
1,1.823198377812989,0.5188061862958974,0.27421919435803194,2.2198984626355864,1,0,0,train
1,-1.3315243088856306,0.2709447537344,-0.7695828962633586,-0.6582166412129449,1,0,0,train
1,-0.5495319626787862,1.198072698239641,-0.5935156210869852,0.055210244833626174,0,1,0,train
1,-0.6861113191943563,1.4456914928250073,-0.6489926854775829,-0.06939376886265876,0,1,0,train
0,-0.011653078094583949,-1.0237415315943956,0.263665936710773,-1.0353362487980857,0,0,0,train
1,-0.48375301095954054,1.8723464096066418,-0.6286261079406515,0.11522166683807651,0,1,0,train
1,-1.4816053317661269,0.8097905280535236,-0.8399127015231255,-0.7951384887574667,0,1,0,train
0,0.6556584476299265,-1.1100847047301625,0.820918464649963,-1.0353362487980857,0,0,0,train
